Aesthetic Appreciation and Spanish Art:	['3', '0', '4', '3', '-1', '-2']	['amod', 'root', 'cc', 'amod', 'conj', 'punct']
"""Oh shit, you — I mean, you never ..."""	['12', '3', '10', '1', '8', '1', '3', '5', '1', '3', '0', '1', '0']	['punct', 'discourse', 'discourse', 'punct', 'dislocated', 'punct', 'nsubj', 'parataxis', 'punct', 'nsubj', 'root', 'punct', 'punct']
He wiped his mouth.	['3', '0', '3', '0', '-1']	['nsubj', 'root', 'nmod:poss', 'obj', 'punct']
Blood smeared the back of his hand.	['3', '0', '3', '0', '4', '3', '-1', '-4']	['nsubj', 'root', 'det', 'obj', 'case', 'nmod:poss', 'nmod', 'punct']
"""Oh man are we in trouble."""	['8', '3', '6', '5', '4', '3', '0', '1', '0']	['punct', 'discourse', 'discourse', 'cop', 'nsubj', 'case', 'root', 'punct', 'punct']
"""They started it."""	['4', '3', '0', '1', '0', '-1']	['punct', 'nsubj', 'root', 'obj', 'punct', 'punct']
"""Yeah, but you — I mean, look at them!"""	['3', '0', '4', '3', '-1', '6', '3', '4', '1', '-6', '3', '0', '-9', '-10']	['punct', 'root', 'punct', 'cc', 'conj', 'punct', 'nsubj', 'parataxis', 'punct', 'parataxis', 'case', 'obl', 'punct', 'punct']
The moaning thing was crawling away on all fours.	['4', '3', '4', '3', '0', '1', '4', '3', '-2', '-3']	['det', 'acl', 'nsubj', 'aux', 'root', 'advmod', 'case', 'det', 'obl', 'punct']
I wondered how long it would be before it found reinforcements.	['3', '0', '3', '0', '1', '0', '-1', '4', '3', '-4', '1', '-8']	['nsubj', 'root', 'mark', 'ccomp', 'nsubj', 'aux', 'cop', 'mark', 'nsubj', 'advcl', 'obj', 'punct']
I wondered if I should kill it before then.	['3', '0', '5', '4', '3', '-2', '1', '3', '-1', '-6']	['nsubj', 'root', 'mark', 'nsubj', 'aux', 'ccomp', 'obj', 'case', 'obl', 'punct']
"""You'd anever done that before,"" Pag said."	['7', '6', '5', '4', '3', '8', '1', '0', '-1', '-2', '3', '0', '1']	['punct', 'nsubj', 'aux', 'aux', 'advmod', 'ccomp', 'obj', 'advmod', 'punct', 'punct', 'nsubj', 'root', 'punct']
Before the operation, he meant.	['4', '3', '5', '1', '3', '0', '1']	['case', 'det', 'ccomp', 'punct', 'nsubj', 'root', 'punct']
I actually did feel something then — faint, distant, but unmistakable.	['5', '4', '3', '0', '1', '0', '3', '-2', '3', '0', '4', '3', '-3', '-8']	['nsubj', 'advmod', 'aux', 'root', 'obj', 'advmod', 'punct', 'advcl', 'punct', 'conj', 'punct', 'cc', 'conj', 'punct']
I felt angry.	['3', '0', '1', '0']	['nsubj', 'root', 'xcomp', 'punct']
"""They started —"""	['4', '3', '0', '1', '0']	['punct', 'nsubj', 'root', 'punct', 'punct']
Pag backed away, eyes wide.	['3', '0', '1', '4', '3', '-2', '-3']	['nsubj', 'root', 'advmod', 'punct', 'nsubj', 'advcl', 'punct']
"""What are you doing?"	['6', '5', '4', '3', '0', '1']	['punct', 'obj', 'aux', 'nsubj', 'root', 'punct']
"Put that down!"""	['0', '1', '0', '-1', '-2']	['root', 'obj', 'advmod', 'punct', 'punct']
I'd raised my fists.	['4', '3', '0', '3', '0', '-1']	['nsubj', 'aux', 'root', 'nmod:poss', 'obj', 'punct']
I didn't remember doing that.	['5', '4', '3', '0', '1', '1', '-1']	['nsubj', 'aux', 'advmod', 'root', 'xcomp', 'obj', 'punct']
I unclenched them.	['3', '0', '1', '0']	['nsubj', 'root', 'obj', 'punct']
It took a while.	['3', '0', '3', '0', '-1']	['nsubj', 'root', 'det', 'obj', 'punct']
I had to look at my hands very hard for a long, long time.	['3', '0', '3', '0', '4', '3', '-1', '3', '-3', '7', '6', '5', '1', '3', '-9', '-12']	['nsubj', 'root', 'mark', 'xcomp', 'case', 'nmod:poss', 'obl', 'advmod', 'advmod', 'case', 'det', 'amod', 'punct', 'amod', 'obl', 'punct']
The rock dropped to the ground, blood-slick and glistening.	['3', '3', '0', '4', '3', '-1', '3', '-3', '3', '0', '-6']	['det', 'nsubj', 'root', 'case', 'det', 'obl', 'punct', 'advcl', 'cc', 'conj', 'punct']
"""I was trying to help."""	['5', '4', '3', '0', '3', '0', '-1', '-2']	['punct', 'nsubj', 'aux', 'root', 'mark', 'xcomp', 'punct', 'punct']
I didn't understand why he couldn't see that.	['5', '4', '3', '0', '6', '5', '4', '3', '-3', '1', '-5']	['nsubj', 'aux', 'advmod', 'root', 'mark', 'nsubj', 'aux', 'advmod', 'ccomp', 'obj', 'punct']
"""You 're, you 're not the same,"" Pag said from a safe distance."	['10', '3', '8', '1', '6', '5', '4', '3', '6', '1', '0', '3', '0', '5', '4', '3', '-2', '-3']	['punct', 'nsubj', 'dep', 'punct', 'nsubj', 'cop', 'advmod', 'det', 'ccomp', 'punct', 'punct', 'nsubj', 'root', 'case', 'det', 'amod', 'obl', 'punct']
"""You 're not even Siri any more."""	['7', '6', '5', '4', '3', '0', '3', '0', '-1', '-2']	['punct', 'nsubj', 'cop', 'advmod', 'advmod', 'root', 'det', 'advmod', 'punct', 'punct']
"""I am too."	['4', '3', '0', '1', '0']	['punct', 'nsubj', 'root', 'advmod', 'punct']
"Don't be a fuckwad."""	['6', '5', '4', '3', '0', '1', '0']	['aux', 'advmod', 'cop', 'det', 'root', 'punct', 'punct']
"""They cut out your brain!"""	['4', '3', '0', '1', '3', '-1', '-2', '-3']	['punct', 'nsubj', 'root', 'compound:prt', 'nmod:poss', 'obj', 'punct', 'punct']
"""Only half."	['4', '3', '0', '1']	['punct', 'advmod', 'root', 'punct']
"For the ep —"""	['4', '3', '0', '1', '0']	['case', 'det', 'root', 'punct', 'punct']
"""I know for the epilepsy!"	['4', '3', '0', '4', '3', '-1', '-2']	['punct', 'nsubj', 'root', 'case', 'det', 'ccomp', 'punct']
You think I don't know?	['3', '0', '5', '4', '3', '-2', '-3']	['nsubj', 'root', 'nsubj', 'aux', 'advmod', 'ccomp', 'punct']
"But you were in that half — or, like, part of you was ..."""	['16', '6', '5', '4', '3', '0', '10', '9', '1', '7', '1', '5', '3', '0', '-7', '-8', '-9']	['cc', 'nsubj', 'cop', 'case', 'det', 'root', 'punct', 'cc', 'punct', 'discourse', 'punct', 'nsubj', 'case', 'nmod', 'conj', 'punct', 'punct']
He struggled with the words, with the concept behind them.	['3', '0', '4', '3', '-1', '5', '4', '3', '-5', '3', '0', '-8']	['nsubj', 'root', 'case', 'det', 'obl', 'punct', 'case', 'det', 'obl', 'case', 'nmod', 'punct']
"""And now you 're different."	['7', '6', '5', '4', '3', '0', '1']	['punct', 'cc', 'advmod', 'nsubj', 'cop', 'root', 'punct']
"It's like, your mom and dad murdered you —"""	['10', '9', '8', '1', '3', '5', '3', '0', '0', '1', '0', '-1']	['nsubj', 'cop', 'mark', 'punct', 'nmod:poss', 'nsubj', 'cc', 'conj', 'root', 'obj', 'punct', 'punct']
"""My mom and dad,"" I said, suddenly quiet, ""saved my life."	['4', '3', '14', '3', '0', '-1', '-2', '3', '8', '4', '3', '-1', '-2', '-3', '0', '3', '0', '-1']	['punct', 'nmod:poss', 'nsubj', 'cc', 'conj', 'punct', 'punct', 'nsubj', 'parataxis', 'punct', 'advmod', 'advmod', 'punct', 'punct', 'root', 'nmod:poss', 'obj', 'punct']
"I would have died."""	['5', '4', '3', '0', '1', '0']	['nsubj', 'aux', 'aux', 'root', 'punct', 'punct']
"""I think you did die,"" said my best and only friend."	['4', '3', '8', '4', '3', '-1', '-2', '-3', '0', '6', '5', '3', '0', '-3', '-4']	['punct', 'nsubj', 'ccomp', 'nsubj', 'aux', 'ccomp', 'punct', 'punct', 'root', 'nmod:poss', 'amod', 'cc', 'conj', 'nsubj', 'punct']
"""I think Siri died, they scooped him out and threw him away and you 're some whole other kid that just, just grew back out of what was left."	['4', '3', '0', '3', '0', '4', '3', '-1', '1', '0', '3', '-2', '1', '0', '8', '7', '6', '5', '3', '3', '-14', '6', '5', '1', '3', '-3', '1', '4', '1', '-2', '3', '0', '-28']	['punct', 'nsubj', 'root', 'nsubj', 'ccomp', 'punct', 'nsubj', 'conj', 'obj', 'advmod', 'cc', 'conj', 'obj', 'compound:prt', 'cc', 'nsubj', 'cop', 'det', 'advmod', 'amod', 'conj', 'nsubj', 'advmod', 'punct', 'advmod', 'acl:relcl', 'advmod', 'case', 'fixed', 'obl', 'aux:pass', 'acl:relcl', 'punct']
You 're not the same.	['6', '5', '4', '3', '0', '1']	['nsubj', 'cop', 'advmod', 'det', 'root', 'punct']
Ever since.	['3', '0', '1']	['advmod', 'root', 'punct']
"You 're not the same."""	['6', '5', '4', '3', '0', '1', '0']	['nsubj', 'cop', 'advmod', 'det', 'root', 'punct', 'punct']
Daisy	['0']	['root']
by Andrew Willett	['3', '0', '1']	['case', 'root', 'flat']
It was Sunday in snowy Manhattan.	['4', '3', '0', '4', '3', '-1', '-2']	['nsubj', 'cop', 'root', 'case', 'amod', 'obl', 'punct']
Jenna was in the tub, and I was doing the Times crossword, listening to the clang of the radiators and the swish of the taxis on the slush outside, when my coffee-scented reverie was broken by a loud squawk from the bathroom, and a splash, and a flesh-upon-cold-tile sort of thump.	['6', '5', '4', '3', '0', '6', '5', '4', '3', '-3', '4', '3', '-1', '3', '-3', '4', '3', '-1', '4', '3', '-1', '4', '3', '-4', '4', '3', '-1', '4', '3', '-4', '-5', '8', '7', '4', '3', '4', '3', '-26', '5', '4', '3', '-2', '4', '3', '-1', '5', '4', '3', '-5', '6', '5', '4', '3', '-10', '3', '0', '-50']	['nsubj', 'cop', 'case', 'det', 'root', 'punct', 'cc', 'nsubj', 'aux', 'conj', 'det', 'compound', 'obj', 'punct', 'advcl', 'case', 'det', 'obl', 'case', 'det', 'nmod', 'cc', 'det', 'conj', 'case', 'det', 'nmod', 'case', 'det', 'nmod', 'advmod', 'punct', 'mark', 'nmod:poss', 'amod', 'nsubj:pass', 'aux:pass', 'advcl', 'case', 'det', 'amod', 'obl', 'case', 'det', 'nmod', 'punct', 'cc', 'det', 'conj', 'punct', 'cc', 'det', 'amod', 'conj', 'case', 'nmod', 'punct']
“Go away!	['3', '0', '1', '0']	['punct', 'root', 'advmod', 'punct']
Shoo!	['0', '1']	['root', 'punct']
Get out of my bathroom!”	['0', '1', '4', '3', '-2', '-3', '-4']	['root', 'compound:prt', 'case', 'nmod:poss', 'obl', 'punct', 'punct']
I threw down my pen and dashed down the hall.	['3', '0', '1', '3', '-1', '3', '-3', '4', '3', '-1', '-7']	['nsubj', 'root', 'compound:prt', 'nmod:poss', 'obj', 'cc', 'conj', 'case', 'det', 'obl', 'punct']
Jenna was picking herself up off the floor of the bathroom.	['4', '3', '0', '1', '0', '4', '3', '-3', '4', '3', '-1', '-7']	['nsubj', 'aux', 'root', 'obj', 'compound:prt', 'case', 'det', 'obl', 'case', 'det', 'nmod', 'punct']
In the bathtub, a bar of soap was gaily chasing a nylon scrubby thing around the surface of the water.	['4', '3', '10', '1', '3', '7', '3', '0', '4', '3', '0', '5', '4', '3', '-2', '4', '3', '-5', '4', '3', '-1', '-9']	['case', 'det', 'obl', 'punct', 'det', 'nsubj', 'case', 'nmod', 'aux', 'advmod', 'root', 'det', 'compound', 'amod', 'obj', 'case', 'det', 'obl', 'case', 'det', 'nmod', 'punct']
“Damned pixies!” Jenna said, smacking the bathtub’s drain lever.	['4', '3', '0', '1', '0', '3', '-2', '3', '0', '3', '5', '1', '3', '-3', '-10']	['punct', 'amod', 'root', 'punct', 'punct', 'nsubj', 'parataxis', 'punct', 'advcl', 'det', 'nmod:poss', 'case', 'compound', 'obj', 'punct']
“Again!	['3', '0', '1']	['punct', 'root', 'punct']
I am so tired of these things!”	['5', '4', '3', '0', '4', '3', '-1', '-2', '-3']	['nsubj', 'cop', 'advmod', 'root', 'case', 'det', 'obl', 'punct', 'punct']
A piteous squeak came from the scrubby thing as the water began to swirl down the drain.	['4', '3', '3', '0', '5', '4', '3', '-2', '5', '3', '3', '-6', '3', '0', '4', '3', '-1', '-12']	['det', 'amod', 'nsubj', 'root', 'case', 'det', 'amod', 'obl', 'mark', 'det', 'nsubj', 'advcl', 'mark', 'xcomp', 'case', 'det', 'obl', 'punct']
A translucent little head poked out from behind a pot of organic-sugarcane exfoliating body polish, and looked at me with exaggerated puppy eyes and a trembling lower lip.	['5', '4', '3', '3', '0', '1', '5', '4', '3', '-3', '6', '5', '4', '3', '-3', '4', '3', '-11', '3', '0', '5', '4', '3', '-4', '6', '5', '4', '3', '-3', '-23']	['det', 'amod', 'amod', 'nsubj', 'root', 'compound:prt', 'case', 'case', 'det', 'obl', 'case', 'compound', 'compound', 'compound', 'nmod', 'punct', 'cc', 'conj', 'case', 'obl', 'case', 'amod', 'compound', 'obl', 'cc', 'det', 'amod', 'amod', 'conj', 'punct']
“Sorry, kids,” I said to the bathtub.	['3', '0', '3', '0', '-1', '-2', '3', '-4', '4', '3', '-1', '-8']	['punct', 'root', 'punct', 'vocative', 'punct', 'punct', 'nsubj', 'parataxis', 'case', 'det', 'obl', 'punct']
“Don’t humor them, dammit,” Jenna said, and stomped, still naked, still wet, toward the phone in the kitchen.	['5', '4', '3', '0', '1', '3', '-1', '-2', '-3', '3', '-5', '4', '3', '-1', '4', '3', '-1', '4', '3', '-4', '5', '4', '3', '-8', '4', '3', '-1', '-22']	['punct', 'aux', 'advmod', 'root', 'obj', 'punct', 'discourse', 'punct', 'punct', 'nsubj', 'parataxis', 'punct', 'cc', 'conj', 'punct', 'advmod', 'advmod', 'punct', 'advmod', 'advmod', 'punct', 'case', 'det', 'obl', 'case', 'det', 'nmod', 'punct']
She’d be irritated by her own wet footprints on the battered wood of the hallway floor later, but right now she had blood on her mind.	['5', '4', '3', '0', '6', '5', '4', '3', '-3', '5', '4', '3', '-2', '5', '4', '3', '-2', '-12', '7', '6', '3', '4', '3', '-18', '1', '4', '3', '-2', '-23']	['nsubj:pass', 'aux', 'aux:pass', 'root', 'case', 'nmod:poss', 'amod', 'amod', 'obl', 'case', 'det', 'amod', 'nmod', 'case', 'det', 'compound', 'nmod', 'advmod', 'punct', 'cc', 'advmod', 'advmod', 'nsubj', 'conj', 'obj', 'case', 'nmod:poss', 'obl', 'punct']
Or water.	['3', '0', '1']	['cc', 'root', 'punct']
Ichor.	['0', '1']	['root', 'punct']
Whatever it is that the common Manhattan water-pixie uses for blood.	['0', '1', '0', '7', '5', '4', '3', '3', '-6', '3', '0', '-9']	['root', 'nsubj', 'cop', 'obj', 'det', 'amod', 'compound', 'nsubj', 'acl:relcl', 'case', 'obl', 'punct']
I couldn’t say I blamed her.	['5', '4', '3', '0', '3', '0', '1', '-2']	['nsubj', 'aux', 'advmod', 'root', 'nsubj', 'ccomp', 'obj', 'punct']
She got the brunt of the pixies’ odd sense of humor much more than I did, because she’s the one who likes to take baths.	['3', '0', '3', '0', '7', '3', '5', '1', '3', '-4', '3', '0', '3', '-10', '4', '3', '-1', '7', '6', '5', '4', '3', '-19', '3', '0', '3', '0', '1', '-25']	['nsubj', 'root', 'det', 'obj', 'case', 'det', 'nmod:poss', 'case', 'amod', 'nmod', 'case', 'nmod', 'advmod', 'advmod', 'mark', 'nsubj', 'advcl', 'punct', 'mark', 'nsubj', 'cop', 'det', 'advcl', 'nsubj', 'acl:relcl', 'mark', 'xcomp', 'obj', 'punct']
Although I will say that a pixie hiding in the sink among the dirty soup bowls makes doing the dishes an adventure.	['5', '4', '3', '0', '14', '3', '12', '1', '4', '3', '-1', '6', '5', '4', '3', '-6', '-11', '1', '3', '0', '3', '-2', '-17']	['mark', 'nsubj', 'aux', 'root', 'mark', 'det', 'nsubj', 'acl', 'case', 'det', 'obl', 'case', 'det', 'amod', 'compound', 'obl', 'ccomp', 'xcomp', 'det', 'obj', 'det', 'xcomp', 'punct']
“Ramon?	['3', '0', '1']	['punct', 'root', 'punct']
Hi.	['0', '1']	['root', 'punct']
It’s Jenna McMasters in 5C.	['4', '3', '0', '1', '3', '-1', '-2']	['nsubj', 'cop', 'root', 'flat', 'case', 'nmod', 'punct']
Ramon, the pixies are out of control.	['7', '1', '3', '4', '3', '0', '3', '0', '-1']	['vocative', 'punct', 'det', 'nsubj', 'cop', 'root', 'case', 'obl', 'punct']
You’ve got to do something about —	['4', '3', '0', '3', '0', '1', '0', '-3']	['nsubj', 'aux', 'root', 'mark', 'xcomp', 'obj', 'obl', 'punct']
yes, I know —	['5', '1', '3', '0', '1']	['discourse', 'punct', 'nsubj', 'root', 'punct']
Ramon, the equinox isn’t for weeks and weeks.	['9', '1', '3', '6', '5', '4', '3', '0', '3', '0', '-1']	['vocative', 'punct', 'det', 'nsubj', 'cop', 'advmod', 'case', 'root', 'cc', 'conj', 'punct']
Really, we need you to do something sooner ...	['5', '1', '3', '0', '1', '3', '-1', '1', '0', '-4']	['advmod', 'punct', 'nsubj', 'root', 'obj', 'mark', 'xcomp', 'obj', 'advmod', 'punct']
Well, I’m just not ready to wait that long.	['8', '1', '6', '5', '4', '3', '0', '3', '0', '3', '0', '-3']	['discourse', 'punct', 'nsubj', 'cop', 'advmod', 'advmod', 'root', 'mark', 'xcomp', 'advmod', 'obl:npmod', 'punct']
We may have to try something on our own, then.	['4', '3', '0', '3', '0', '1', '4', '3', '-2', '3', '-6', '-7']	['nsubj', 'aux', 'root', 'mark', 'xcomp', 'obj', 'case', 'nmod:poss', 'obl', 'punct', 'advmod', 'punct']
Goodbye, Ramon.	['0', '3', '0', '-1']	['root', 'punct', 'vocative', 'punct']
You’ve been a huge goddamn help.”	['8', '7', '6', '5', '4', '3', '0', '1', '0']	['nsubj', 'aux', 'cop', 'det', 'amod', 'amod', 'root', 'punct', 'punct']
She hung up the phone.	['3', '0', '1', '3', '-1', '-2']	['nsubj', 'root', 'compound:prt', 'det', 'obj', 'punct']
“Man, he’s useless,” she said.	['7', '6', '1', '4', '3', '6', '1', '0', '3', '0', '1']	['punct', 'discourse', 'punct', 'nsubj', 'cop', 'ccomp', 'punct', 'punct', 'nsubj', 'root', 'punct']
“On the other hand,” I said, “he’s the first super we’ve had who keeps the boiler, the door buzzers, and the electrical system in perfect working order.”	['6', '5', '4', '3', '13', '1', '0', '3', '9', '1', '7', '6', '5', '4', '3', '0', '4', '3', '-1', '3', '-3', '3', '0', '5', '4', '3', '-2', '6', '5', '4', '3', '-7', '5', '4', '3', '-13', '-19', '-20']	['punct', 'case', 'det', 'amod', 'obl', 'punct', 'punct', 'nsubj', 'parataxis', 'punct', 'punct', 'nsubj', 'cop', 'det', 'amod', 'root', 'nsubj', 'aux', 'acl:relcl', 'nsubj', 'acl:relcl', 'det', 'obj', 'punct', 'det', 'compound', 'conj', 'punct', 'cc', 'det', 'amod', 'conj', 'case', 'amod', 'amod', 'xcomp', 'punct', 'punct']
I took the robe I’d brought from the bathroom and wrapped it around her shoulders.	['3', '0', '3', '0', '4', '3', '-1', '4', '3', '-1', '3', '-8', '1', '4', '3', '-2', '-13']	['nsubj', 'root', 'det', 'obj', 'nsubj', 'aux', 'acl:relcl', 'case', 'det', 'obl', 'cc', 'conj', 'obj', 'case', 'nmod:poss', 'obl', 'punct']
“What is it they say in yoga class?	['3', '0', '1', '0', '3', '-2', '4', '3', '-1', '-6']	['punct', 'root', 'cop', 'nsubj', 'nsubj', 'acl:relcl', 'case', 'compound', 'obl', 'punct']
Take a deep cleansing breath.	['0', '5', '4', '3', '-2', '-3']	['root', 'det', 'amod', 'amod', 'obj', 'punct']
Spiral out from your navel center, and stuff.”	['0', '1', '5', '4', '3', '-3', '4', '3', '-6', '-7', '-8']	['root', 'compound:prt', 'case', 'nmod:poss', 'compound', 'obl', 'punct', 'cc', 'conj', 'punct', 'punct']
“Robert, this sort of thing never happened in San Francisco.”	['10', '9', '1', '3', '6', '3', '0', '3', '0', '3', '0', '1', '-2', '-3']	['punct', 'vocative', 'punct', 'det', 'nsubj', 'case', 'nmod', 'advmod', 'root', 'case', 'obl', 'flat', 'punct', 'punct']
“No,” I said.	['3', '6', '1', '0', '3', '0', '1']	['punct', 'discourse', 'punct', 'punct', 'nsubj', 'root', 'punct']
“In San Francisco we got earthquakes, and there were wood sprites in Golden Gate Park.	['7', '3', '5', '1', '3', '0', '1', '5', '4', '3', '-3', '3', '0', '3', '-2', '1', '0', '-10']	['punct', 'case', 'obl', 'flat', 'nsubj', 'root', 'obj', 'punct', 'cc', 'expl', 'conj', 'compound', 'nsubj', 'case', 'obl', 'flat', 'flat', 'punct']
Welcome to New York.”	['0', '3', '0', '1', '-2', '-3']	['root', 'case', 'obl', 'flat', 'punct', 'punct']
“I keep trying to tell myself that this is cool.	['4', '3', '0', '1', '3', '0', '1', '5', '4', '3', '-3', '-7']	['punct', 'nsubj', 'root', 'xcomp', 'mark', 'xcomp', 'iobj', 'mark', 'nsubj', 'cop', 'ccomp', 'punct']
But then they come at me on a Sunday morning, when I have no work to do and I’m trying to relax and I’m naked, and I just lose it ....”	['5', '4', '3', '0', '3', '0', '5', '4', '3', '-4', '5', '4', '3', '-8', '3', '0', '3', '0', '5', '4', '3', '-6', '3', '0', '5', '4', '3', '-12', '6', '5', '4', '3', '-27', '1', '-29', '-30', '-31']	['cc', 'advmod', 'nsubj', 'root', 'case', 'obl', 'case', 'det', 'compound', 'obl', 'punct', 'mark', 'nsubj', 'advcl', 'det', 'obj', 'mark', 'acl', 'cc', 'nsubj', 'aux', 'conj', 'mark', 'xcomp', 'cc', 'nsubj:pass', 'aux:pass', 'conj', 'punct', 'cc', 'nsubj', 'advmod', 'conj', 'obj', 'punct', 'punct', 'punct']
“And you take it out on the super,” I said.	['5', '4', '3', '11', '1', '0', '4', '3', '-3', '-4', '-5', '3', '0', '1']	['punct', 'cc', 'nsubj', 'ccomp', 'obj', 'compound:prt', 'case', 'det', 'obl', 'punct', 'punct', 'nsubj', 'root', 'punct']
“And now I’m gon nahave a bruise on my butt, too,” she said.	['7', '6', '5', '4', '3', '15', '3', '0', '3', '0', '4', '3', '-3', '3', '-7', '-8', '-9', '3', '0', '1']	['punct', 'cc', 'advmod', 'nsubj', 'aux', 'ccomp', 'mark', 'xcomp', 'det', 'obj', 'case', 'nmod:poss', 'obl', 'punct', 'advmod', 'punct', 'punct', 'nsubj', 'root', 'punct']
“Well, that’s karma for you.	['7', '6', '1', '4', '3', '0', '3', '0', '-1']	['punct', 'discourse', 'punct', 'nsubj', 'cop', 'root', 'case', 'obl', 'punct']
Now stretch out on the couch, and I’ll bring you coffee and rub your feet.”	['3', '0', '1', '4', '3', '-2', '6', '5', '4', '3', '-7', '1', '0', '3', '-2', '3', '0', '-14', '-15']	['advmod', 'root', 'compound:prt', 'case', 'det', 'obl', 'punct', 'cc', 'nsubj', 'aux', 'conj', 'iobj', 'obj', 'cc', 'conj', 'nmod:poss', 'obj', 'punct', 'punct']
